Country Code,Year,Series Name,Series Code,Value
DJI,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DJI,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,177.721
DJI,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,4.48987393
DJI,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
DJI,2022,Classification of national industry,SPI.D5.2.3.CNIN,0
DJI,2022,Classification of status of employment,SPI.D5.2.6.EMPL,0
DJI,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
DJI,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DJI,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,177.721
DJI,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,5.67619697
DJI,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
DJI,2023,Classification of national industry,SPI.D5.2.3.CNIN,0
DJI,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
DJI,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
DJI,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DJI,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,177.721
DMA,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.745212636
DMA,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
DMA,2021,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DMA,2021,Classification of status of employment,SPI.D5.2.6.EMPL,0
DMA,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DMA,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DMA,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7
DMA,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.531636446
DMA,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
DMA,2022,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DMA,2022,Classification of status of employment,SPI.D5.2.6.EMPL,0
DMA,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DMA,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DMA,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7
DMA,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.80606191
DMA,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
DMA,2023,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DMA,2023,Classification of status of employment,SPI.D5.2.6.EMPL,0
DMA,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DMA,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DMA,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7
DNK,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,3.03250543
DNK,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
DNK,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
DNK,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
DNK,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
DNK,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DNK,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.287113083
DNK,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.532903835
DNK,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
DNK,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
DNK,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
DNK,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
DNK,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DNK,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,7.076151863
DNK,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.395145197
DNK,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
DNK,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
DNK,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
DNK,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
DNK,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DNK,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.889702586
DOM,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.884830405
DOM,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
DOM,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
DOM,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
DOM,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DOM,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DOM,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,57.22111667
DOM,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.856058188
DOM,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
DOM,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
DOM,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
DOM,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DOM,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DOM,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,55.14099167
DOM,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.99909091
DOM,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
DOM,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
DOM,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
DOM,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DOM,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DOM,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,56.1576
DZA,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.644695297
DZA,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
DZA,2021,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DZA,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
DZA,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DZA,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DZA,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,135.0640583
DZA,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.24993653
DZA,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
DZA,2022,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DZA,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
DZA,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DZA,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DZA,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,141.994975
DZA,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.205332567
DZA,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
DZA,2023,Classification of national industry,SPI.D5.2.3.CNIN,0.5
DZA,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
DZA,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
DZA,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
DZA,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,135.8429333
EAP,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAP,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAP,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAP,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAP,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAP,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAR,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAR,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAR,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAR,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAR,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAR,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAS,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAS,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAS,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAS,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EAS,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EAS,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECA,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECA,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECA,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECA,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECA,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECA,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECS,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECS,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECS,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECS,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECS,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ECS,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
ECU,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,6.908834772
ECU,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
ECU,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
ECU,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
ECU,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ECU,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ECU,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1
ECU,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,7.116009037
ECU,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
ECU,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
ECU,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
ECU,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ECU,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ECU,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1
ECU,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,14.25980542
ECU,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
ECU,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
ECU,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
ECU,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ECU,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ECU,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1
EGY,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,9.318555382
EGY,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
EGY,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
EGY,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
EGY,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
EGY,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EGY,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.64452728
EGY,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,13.99998914
EGY,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
EGY,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
EGY,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
EGY,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
EGY,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EGY,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,19.16043974
EGY,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,10.46588031
EGY,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
EGY,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
EGY,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
EGY,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
EGY,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EGY,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,30.6264137
EMU,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EMU,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139
EMU,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EMU,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.949623753
EMU,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EMU,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.924839558
ERI,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ERI,2021,Classification of household consumption,SPI.D5.2.5.HOUS,0
ERI,2021,Classification of national industry,SPI.D5.2.3.CNIN,0
ERI,2021,Classification of status of employment,SPI.D5.2.6.EMPL,0
ERI,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
ERI,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ERI,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.075
ERI,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ERI,2022,Classification of household consumption,SPI.D5.2.5.HOUS,0
ERI,2022,Classification of national industry,SPI.D5.2.3.CNIN,0
ERI,2022,Classification of status of employment,SPI.D5.2.6.EMPL,0
ERI,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
ERI,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ERI,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.075
ERI,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ERI,2023,Classification of household consumption,SPI.D5.2.5.HOUS,0
ERI,2023,Classification of national industry,SPI.D5.2.3.CNIN,0
ERI,2023,Classification of status of employment,SPI.D5.2.6.EMPL,0
ERI,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
ERI,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ERI,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.075
ESP,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ESP,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
ESP,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
ESP,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
ESP,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
ESP,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ESP,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139
ESP,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ESP,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
ESP,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
ESP,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
ESP,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
ESP,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ESP,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.949623753
ESP,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ESP,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
ESP,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
ESP,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
ESP,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
ESP,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
ESP,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.924839558
EST,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EST,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
EST,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
EST,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
EST,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
EST,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EST,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139
EST,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EST,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
EST,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
EST,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
EST,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
EST,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EST,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.949623753
EST,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EST,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
EST,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
EST,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
EST,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
EST,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
EST,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.924839558
ETH,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ETH,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
ETH,2021,Classification of national industry,SPI.D5.2.3.CNIN,0
ETH,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
ETH,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ETH,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
ETH,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,43.73377832
ETH,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ETH,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
ETH,2022,Classification of national industry,SPI.D5.2.3.CNIN,0
ETH,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
ETH,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ETH,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
ETH,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,51.75621503
ETH,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
ETH,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
ETH,2023,Classification of national industry,SPI.D5.2.3.CNIN,0
ETH,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
ETH,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5
ETH,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
ETH,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,54.60094807
EUU,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EUU,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EUU,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EUU,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
EUU,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
EUU,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
FCS,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FCS,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
FCS,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FCS,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
FCS,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FCS,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0
FIN,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FIN,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
FIN,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
FIN,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
FIN,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FIN,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FIN,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139
FIN,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FIN,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
FIN,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
FIN,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
FIN,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FIN,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FIN,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.949623753
FIN,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FIN,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
FIN,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
FIN,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
FIN,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FIN,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FIN,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.924839558
FJI,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,3.101900006
FJI,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
FJI,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
FJI,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
FJI,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FJI,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FJI,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.070633333
FJI,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.989139521
FJI,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
FJI,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
FJI,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
FJI,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FJI,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FJI,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.201406987
FJI,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,3.197913139
FJI,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
FJI,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
FJI,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
FJI,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FJI,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FJI,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.250125
FRA,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRA,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
FRA,2021,Classification of national industry,SPI.D5.2.3.CNIN,1
FRA,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
FRA,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FRA,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FRA,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.845494139
FRA,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRA,2022,Classification of household consumption,SPI.D5.2.5.HOUS,1
FRA,2022,Classification of national industry,SPI.D5.2.3.CNIN,1
FRA,2022,Classification of status of employment,SPI.D5.2.6.EMPL,1
FRA,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FRA,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FRA,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.949623753
FRA,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRA,2023,Classification of household consumption,SPI.D5.2.5.HOUS,1
FRA,2023,Classification of national industry,SPI.D5.2.3.CNIN,1
FRA,2023,Classification of status of employment,SPI.D5.2.6.EMPL,1
FRA,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,1
FRA,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1
FRA,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.924839558
FRO,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRO,2021,Classification of household consumption,SPI.D5.2.5.HOUS,0
FRO,2021,Classification of national industry,SPI.D5.2.3.CNIN,0
FRO,2021,Classification of status of employment,SPI.D5.2.6.EMPL,0
FRO,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FRO,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
FRO,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.287113083
FRO,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRO,2022,Classification of household consumption,SPI.D5.2.5.HOUS,0
FRO,2022,Classification of national industry,SPI.D5.2.3.CNIN,0
FRO,2022,Classification of status of employment,SPI.D5.2.6.EMPL,0
FRO,2022,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FRO,2022,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
FRO,2022,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,7.076151863
FRO,2023,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
FRO,2023,Classification of household consumption,SPI.D5.2.5.HOUS,0
FRO,2023,Classification of national industry,SPI.D5.2.3.CNIN,0
FRO,2023,Classification of status of employment,SPI.D5.2.6.EMPL,0
FRO,2023,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FRO,2023,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
FRO,2023,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.889702586
FSM,2021,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0.668160841
FSM,2021,Classification of household consumption,SPI.D5.2.5.HOUS,1
FSM,2021,Classification of national industry,SPI.D5.2.3.CNIN,0
FSM,2021,Classification of status of employment,SPI.D5.2.6.EMPL,1
FSM,2021,Compilation of government finance statistics,SPI.D5.2.8.FINA,0
FSM,2021,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0
FSM,2021,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1
FSM,2022,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,0
