Country Code,Year,Series Name,Series Code,Value
AFW,2022,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,8.42649109
AFW,2023,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,0
AFW,2023,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.836211178
AFW,2023,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6285591873
AFW,2023,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.088854485
AFW,2023,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,662199878.8
AFW,2023,GDP (current US$),NY.GDP.MKTP.CD,7.99106E+11
AFW,2023,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.354732819
AFW,2023,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,0
AFW,2023,Gini index,SI.POV.GINI,0
AFW,2023,Gross national expenditure (current US$),NE.DAB.TOTL.CD,0
AFW,2023,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.953050345
AFW,2023,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.386691138
AFW,2023,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0
AFW,2023,Military expenditure (current USD),MS.MIL.XPND.CD,9463190520
AFW,2023,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,0
AFW,2023,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,0
AFW,2023,Trade (% of GDP),NE.TRD.GNFS.ZS,0
AFW,2023,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,0
AGO,2021,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,3297745964
AGO,2021,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-6.548542276
AGO,2021,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-4355116553
AGO,2021,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-1.58990831
AGO,2021,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-1057370588
AGO,2021,GDP (current US$),NY.GDP.MKTP.CD,66505129988
AGO,2021,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.199210521
AGO,2021,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,5109891520
AGO,2021,Gini index,SI.POV.GINI,0
AGO,2021,Gross national expenditure (current US$),NE.DAB.TOTL.CD,52521725877
AGO,2021,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,25.75429488
AGO,2021,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,38.82372184
AGO,2021,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,38.82372184
AGO,2021,Military expenditure (current USD),MS.MIL.XPND.CD,981451011.9
AGO,2021,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,21786642289
AGO,2021,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,14829788601
AGO,2021,Trade (% of GDP),NE.TRD.GNFS.ZS,74.46449859
AGO,2021,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.74183954
AGO,2022,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,6639719014
AGO,2022,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-6.320563843
AGO,2022,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-6598652652
AGO,2022,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.039335691
AGO,2022,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,41066362.25
AGO,2022,GDP (current US$),NY.GDP.MKTP.CD,1.044E+11
AGO,2022,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.044726524
AGO,2022,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,8452481077
AGO,2022,Gini index,SI.POV.GINI,0
AGO,2022,Gross national expenditure (current US$),NE.DAB.TOTL.CD,84467524093
AGO,2022,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,21.35529013
AGO,2022,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,13.71059402
AGO,2022,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,13.71059402
AGO,2022,Military expenditure (current USD),MS.MIL.XPND.CD,1622763732
AGO,2022,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,32770671648
AGO,2022,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,21556000870
AGO,2022,Trade (% of GDP),NE.TRD.GNFS.ZS,69.69107051
AGO,2022,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.89953402
AGO,2023,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,2152988344
AGO,2023,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-2.498839752
AGO,2023,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-2119632186
AGO,2023,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.03932366
