country_code,year,BroadMoney_Ratio,Classification_HouseholdConsumption,Classification_NationalIndustry,Classification_StatusofEmployment,GovernmentFinance_Stats,MonetaryandFinancial_Stats,OfficialExchangeRate,country_name,region
MNE,2023,2.717379382,1.0,1.0,1.0,0.0,1.0,0.924709623,Montenegro,Europe and Central Asia
MRT,2021,0.0,1.0,1.0,1.0,0.0,1.0,36.06333333,Mauritania,Sub-Saharan Africa
MRT,2022,0.0,1.0,1.0,1.0,0.0,1.0,36.935,Mauritania,Sub-Saharan Africa
MRT,2023,0.0,1.0,1.0,1.0,0.0,1.0,36.48916667,Mauritania,Sub-Saharan Africa
MYS,2021,4.237602285,1.0,1.0,1.0,0.0,1.0,4.143297598,Malaysia,East Asia and Pacific
MYS,2022,4.230526008,1.0,1.0,1.0,0.0,1.0,4.401076345,Malaysia,East Asia and Pacific
NGA,2021,2.749078855,1.0,1.0,0.0,0.0,1.0,401.1520292,Nigeria,Sub-Saharan Africa
NGA,2022,3.461821431,1.0,1.0,0.0,0.0,1.0,425.9791581,Nigeria,Sub-Saharan Africa
NGA,2023,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Nigeria,Sub-Saharan Africa
PAK,2021,7.831916928,1.0,1.0,1.0,0.0,1.0,162.9062537,Pakistan,South Asia
PAK,2022,9.456492818,1.0,1.0,1.0,0.0,1.0,204.8671875,Pakistan,South Asia
PAK,2023,9.456492818,1.0,1.0,1.0,0.0,1.0,280.3561117,Pakistan,South Asia
PER,2021,1.743877219,0.0,1.0,1.0,0.0,1.0,3.880554131,Peru,Latin America and the Caribbean
PER,2022,2.095808612,0.0,1.0,1.0,0.0,1.0,3.835181375,Peru,Latin America and the Caribbean
PER,2023,0.0,0.0,1.0,1.0,0.0,1.0,3.74382621,Peru,Latin America and the Caribbean
