country_code,year,BroadMoney_Ratio,Classification_HouseholdConsumption,Classification_NationalIndustry,Classification_StatusofEmployment,GovernmentFinance_Stats,MonetaryandFinancial_Stats,OfficialExchangeRate,country_name,region
RWA,2021,1.54628693,1.0,1.0,1.0,0.0,1.0,988.6248066,Rwanda,Sub-Saharan Africa
RWA,2022,1.973459894,1.0,1.0,1.0,0.0,1.0,1030.3083,Rwanda,Sub-Saharan Africa
RWA,2023,2.057342435,1.0,1.0,1.0,0.0,1.0,1160.098694,Rwanda,Sub-Saharan Africa
SLV,2021,5.15959236,1.0,1.0,1.0,0.0,1.0,1.0,El Salvador,Latin America and the Caribbean
SLV,2022,0.0,1.0,1.0,1.0,0.0,1.0,1.0,El Salvador,Latin America and the Caribbean
SLV,2023,0.0,1.0,1.0,1.0,0.0,1.0,1.0,El Salvador,Latin America and the Caribbean
SRB,2021,2.041724593,1.0,1.0,1.0,0.0,1.0,99.39594167,Serbia,Europe and Central Asia
SRB,2022,1.748349593,1.0,1.0,1.0,0.0,1.0,111.6621833,Serbia,Europe and Central Asia
SRB,2023,1.521859719,1.0,1.0,1.0,0.0,1.0,108.4026917,Serbia,Europe and Central Asia
TGO,2021,0.0,1.0,1.0,1.0,0.0,1.0,554.530675,Togo,Sub-Saharan Africa
TGO,2022,0.0,1.0,1.0,1.0,0.0,1.0,623.7597009,Togo,Sub-Saharan Africa
TGO,2023,0.0,1.0,1.0,1.0,0.0,1.0,606.5697502,Togo,Sub-Saharan Africa
TLS,2021,1.196618193,1.0,1.0,1.0,0.0,1.0,1.0,Timor-Leste,East Asia and Pacific
TLS,2022,1.462223489,1.0,1.0,1.0,0.0,1.0,1.0,Timor-Leste,East Asia and Pacific
TLS,2023,1.595586595,1.0,1.0,1.0,0.0,1.0,1.0,Timor-Leste,East Asia and Pacific
TUN,2021,4.096334842,1.0,1.0,1.0,0.0,1.0,2.794466667,Tunisia,Middle East and North Africa
TUN,2022,4.396943305,1.0,1.0,1.0,0.0,1.0,3.1036,Tunisia,Middle East and North Africa
TUN,2023,4.194049281,1.0,1.0,1.0,0.0,1.0,3.106166667,Tunisia,Middle East and North Africa
VNM,2021,4.897370051,1.0,1.0,1.0,0.0,0.0,2922.13593225,Viet Nam,East Asia and Pacific
VNM,2022,6.509652651,1.0,1.0,1.0,0.0,0.0,2922.13593225,Viet Nam,East Asia and Pacific
VNM,2023,0.0,1.0,1.0,1.0,0.0,0.0,2922.13593225,Viet Nam,East Asia and Pacific
AFG,2021,0.0,1.0,0.0,1.0,0.5,1.0,0.0,Afghanistan,South Asia
AFG,2022,0.0,1.0,0.0,1.0,0.5,1.0,0.0,Afghanistan,South Asia
AFG,2023,0.0,1.0,0.0,1.0,0.5,1.0,0.0,Afghanistan,South Asia
DJI,2021,4.574928549,1.0,0.0,0.0,0.5,1.0,177.721,Djibouti,Middle East and North Africa
DJI,2022,4.48987393,1.0,0.0,0.0,0.5,1.0,177.721,Djibouti,Middle East and North Africa
DJI,2023,5.67619697,1.0,0.0,1.0,0.5,1.0,177.721,Djibouti,Middle East and North Africa
ETH,2021,0.0,1.0,0.0,1.0,0.5,0.0,43.73377832,Ethiopia,Sub-Saharan Africa
ETH,2022,0.0,1.0,0.0,1.0,0.5,0.0,51.75621503,Ethiopia,Sub-Saharan Africa
ETH,2023,0.0,1.0,0.0,1.0,0.5,0.0,54.60094807,Ethiopia,Sub-Saharan Africa
LBN,2021,0.0,1.0,0.0,1.0,0.5,0.0,1507.5,Lebanon,Middle East and North Africa
LBN,2022,0.0,1.0,0.0,1.0,0.5,0.0,1507.5,Lebanon,Middle East and North Africa
LBN,2023,0.0,1.0,0.0,1.0,0.5,0.0,0.0,Lebanon,Middle East and North Africa
MDG,2021,1.732010334,1.0,0.0,1.0,0.5,1.0,2922.13593225,Madagascar,Sub-Saharan Africa
MDG,2022,1.991008118,1.0,0.0,1.0,0.5,1.0,2922.13593225,Madagascar,Sub-Saharan Africa
MDG,2023,1.635205982,1.0,0.0,1.0,0.5,1.0,2922.13593225,Madagascar,Sub-Saharan Africa
TJK,2021,1.005017782,0.0,0.0,0.0,0.5,1.0,11.30885,Tajikistan,Europe and Central Asia
TJK,2022,0.618581659,0.0,0.0,0.0,0.5,1.0,11.031075,Tajikistan,Europe and Central Asia
TJK,2023,0.0,0.0,0.0,0.0,0.5,1.0,10.844525,Tajikistan,Europe and Central Asia
BEN,2021,0.0,1.0,0.5,0.0,0.5,1.0,554.6077989,Benin,Sub-Saharan Africa
BEN,2022,0.0,1.0,0.5,0.0,0.5,1.0,622.9123482,Benin,Sub-Saharan Africa
BHR,2021,0.0,1.0,0.5,0.0,0.5,0.0,0.376,Bahrain,Middle East and North Africa
BHR,2022,0.0,1.0,0.5,0.0,0.5,0.0,0.376,Bahrain,Middle East and North Africa
BHR,2023,0.0,1.0,0.5,1.0,0.5,0.0,0.376,Bahrain,Middle East and North Africa
BRB,2021,3.9602194,1.0,0.5,1.0,0.5,1.0,2.0,Barbados,Latin America and the Caribbean
BRB,2022,4.592559875,1.0,0.5,1.0,0.5,1.0,2.0,Barbados,Latin America and the Caribbean
IRQ,2021,1.501970308,1.0,0.5,1.0,0.5,1.0,1450.0,Iraq,Middle East and North Africa
IRQ,2022,1.196411999,1.0,0.5,1.0,0.5,1.0,1450.0,Iraq,Middle East and North Africa
IRQ,2023,1.225537309,1.0,0.5,1.0,0.5,1.0,1312.5,Iraq,Middle East and North Africa
KEN,2021,4.506647033,1.0,0.5,1.0,0.5,1.0,109.6377466,Kenya,Sub-Saharan Africa
KEN,2022,5.368092446,1.0,0.5,1.0,0.5,1.0,117.8659892,Kenya,Sub-Saharan Africa
KEN,2023,5.887221237,1.0,0.5,1.0,0.5,1.0,139.8463838,Kenya,Sub-Saharan Africa
KHM,2021,1.913084404,1.0,0.5,1.0,0.5,1.0,2922.13593225,Cambodia,East Asia and Pacific
KHM,2022,2.35493998,1.0,0.5,1.0,0.5,1.0,2922.13593225,Cambodia,East Asia and Pacific
KHM,2023,2.355906271,1.0,0.5,1.0,0.5,1.0,2922.13593225,Cambodia,East Asia and Pacific
KWT,2021,2.426251778,1.0,0.5,1.0,0.5,1.0,0.301643111,Kuwait,Middle East and North Africa
KWT,2022,2.40155214,1.0,0.5,1.0,0.5,1.0,0.306250154,Kuwait,Middle East and North Africa
KWT,2023,2.411134218,1.0,0.5,1.0,0.5,1.0,0.307185351,Kuwait,Middle East and North Africa
LBR,2021,0.0,1.0,0.5,1.0,0.5,1.0,166.1537008,Liberia,Sub-Saharan Africa
LBR,2022,0.0,1.0,0.5,1.0,0.5,1.0,152.9337568,Liberia,Sub-Saharan Africa
LBR,2023,0.0,1.0,0.5,1.0,0.5,1.0,0.0,Liberia,Sub-Saharan Africa
LSO,2021,0.0,1.0,0.5,1.0,0.5,1.0,14.77867821,Lesotho,Sub-Saharan Africa
LSO,2022,0.0,1.0,0.5,1.0,0.5,1.0,16.35585348,Lesotho,Sub-Saharan Africa
LSO,2023,0.0,1.0,0.5,1.0,0.5,1.0,18.45024418,Lesotho,Sub-Saharan Africa
NER,2021,0.0,1.0,0.5,1.0,0.5,1.0,554.530675,Niger,Sub-Saharan Africa
NER,2022,0.0,1.0,0.5,1.0,0.5,1.0,623.7597009,Niger,Sub-Saharan Africa
QAT,2021,3.960207174,1.0,0.5,1.0,0.5,1.0,3.64,Qatar,Middle East and North Africa
QAT,2022,4.141991147,1.0,0.5,1.0,0.5,1.0,3.64,Qatar,Middle East and North Africa
QAT,2023,3.852088309,1.0,0.5,1.0,0.5,1.0,3.64,Qatar,Middle East and North Africa
SMR,2021,0.0,1.0,0.5,1.0,0.5,1.0,0.845376564,San Marino,Europe and Central Asia
SMR,2022,0.0,1.0,0.5,1.0,0.5,1.0,0.950915534,San Marino,Europe and Central Asia
SMR,2023,0.0,1.0,0.5,1.0,0.5,1.0,0.924709623,San Marino,Europe and Central Asia
SUR,2021,2.420533733,1.0,0.5,1.0,0.5,1.0,18.23866667,Suriname,Latin America and the Caribbean
SUR,2022,2.35401871,1.0,0.5,1.0,0.5,1.0,24.70917476,Suriname,Latin America and the Caribbean
SUR,2023,1.6789188,1.0,0.5,1.0,0.5,1.0,36.77586917,Suriname,Latin America and the Caribbean
WSM,2021,1.758393122,1.0,0.5,1.0,0.5,1.0,2.556092342,Samoa,East Asia and Pacific
WSM,2022,1.708622944,1.0,0.5,1.0,0.5,1.0,2.688997647,Samoa,East Asia and Pacific
WSM,2023,1.33132956,1.0,0.5,1.0,0.5,1.0,2.73843913,Samoa,East Asia and Pacific
ZMB,2023,0.0,1.0,0.5,1.0,0.5,1.0,20.21201787,Zambia,Sub-Saharan Africa
ZWE,2021,4.839594837,1.0,0.5,1.0,0.5,1.0,88.55244726,Zimbabwe,Sub-Saharan Africa
ZWE,2022,9.456492818,1.0,0.5,1.0,0.5,1.0,374.9543626,Zimbabwe,Sub-Saharan Africa
ZWE,2023,9.456492818,1.0,0.5,1.0,0.5,1.0,2922.13593225,Zimbabwe,Sub-Saharan Africa
ARM,2021,2.33704429,1.0,1.0,1.0,0.5,1.0,503.769675,Armenia,Europe and Central Asia
ARM,2022,2.46462003,1.0,1.0,1.0,0.5,1.0,435.6661797,Armenia,Europe and Central Asia
ARM,2023,3.660661589,1.0,1.0,1.0,0.5,1.0,392.4763022,Armenia,Europe and Central Asia
BEN,2023,0.0,1.0,1.0,1.0,0.5,1.0,606.6549823,Benin,Sub-Saharan Africa
BIH,2021,2.011463039,1.0,1.0,1.0,0.5,1.0,1.653606154,Bosnia and Herzegovina,Europe and Central Asia
BIH,2022,2.040407308,1.0,1.0,1.0,0.5,1.0,1.859325877,Bosnia and Herzegovina,Europe and Central Asia
BIH,2023,2.149137942,1.0,1.0,1.0,0.5,1.0,1.8092028,Bosnia and Herzegovina,Europe and Central Asia
BRB,2023,4.386632381,1.0,1.0,1.0,0.5,1.0,2.0,Barbados,Latin America and the Caribbean
CHN,2021,9.456492818,0.0,1.0,0.0,0.5,0.0,6.44897518,China,East Asia and Pacific
CHN,2022,9.456492818,0.0,1.0,0.0,0.5,0.0,6.737158112,China,East Asia and Pacific
CHN,2023,9.456492818,0.0,1.0,1.0,0.5,0.0,7.083998423,China,East Asia and Pacific
CRI,2021,5.068997098,1.0,1.0,1.0,0.5,1.0,620.78472,Costa Rica,Latin America and the Caribbean
CRI,2022,3.841727755,1.0,1.0,1.0,0.5,1.0,647.1358176,Costa Rica,Latin America and the Caribbean
CRI,2023,3.102657631,1.0,1.0,1.0,0.5,1.0,544.0507755,Costa Rica,Latin America and the Caribbean
ECU,2021,6.908834772,1.0,1.0,1.0,0.5,1.0,1.0,Ecuador,Latin America and the Caribbean
ECU,2022,7.116009037,1.0,1.0,1.0,0.5,1.0,1.0,Ecuador,Latin America and the Caribbean
ECU,2023,9.456492818,1.0,1.0,1.0,0.5,1.0,1.0,Ecuador,Latin America and the Caribbean
EGY,2021,9.318555382,1.0,1.0,1.0,0.5,1.0,15.64452728,"Egypt, Arab Rep.",Middle East and North Africa
EGY,2022,9.456492818,1.0,1.0,1.0,0.5,1.0,19.16043974,"Egypt, Arab Rep.",Middle East and North Africa
EGY,2023,9.456492818,1.0,1.0,1.0,0.5,1.0,30.6264137,"Egypt, Arab Rep.",Middle East and North Africa
GEO,2021,2.460419379,1.0,1.0,1.0,0.5,1.0,3.221558333,Georgia,Europe and Central Asia
GEO,2022,2.637409451,1.0,1.0,1.0,0.5,1.0,2.9162,Georgia,Europe and Central Asia
GEO,2023,3.285655924,1.0,1.0,1.0,0.5,1.0,2.627958333,Georgia,Europe and Central Asia
GUY,2023,5.531565763,0.0,1.0,1.0,0.5,1.0,208.5,Guyana,Latin America and the Caribbean
HRV,2021,0.0,1.0,1.0,1.0,0.5,1.0,6.360083167,Croatia,Europe and Central Asia
HRV,2022,0.0,1.0,1.0,1.0,0.5,1.0,7.1597415,Croatia,Europe and Central Asia
HRV,2023,0.0,1.0,1.0,1.0,0.5,1.0,0.924839558,Croatia,Europe and Central Asia
JOR,2021,0.0,1.0,1.0,1.0,0.5,1.0,0.71,Jordan,Middle East and North Africa
JOR,2022,0.0,1.0,1.0,1.0,0.5,1.0,0.71,Jordan,Middle East and North Africa
JOR,2023,0.0,1.0,1.0,1.0,0.5,1.0,0.71,Jordan,Middle East and North Africa
KGZ,2021,1.345954776,1.0,1.0,1.0,0.5,1.0,84.64082201,Kyrgyz Republic,Europe and Central Asia
KGZ,2022,1.884971747,1.0,1.0,1.0,0.5,1.0,84.11622257,Kyrgyz Republic,Europe and Central Asia
KGZ,2023,0.0,1.0,1.0,1.0,0.5,1.0,87.85612559,Kyrgyz Republic,Europe and Central Asia
MDA,2021,1.73614727,1.0,1.0,1.0,0.5,1.0,17.68046614,Moldova,Europe and Central Asia
MDA,2022,1.491276936,1.0,1.0,1.0,0.5,1.0,18.89718962,Moldova,Europe and Central Asia
MDA,2023,1.50611483,1.0,1.0,1.0,0.5,1.0,18.16393776,Moldova,Europe and Central Asia
MUS,2021,2.145258375,1.0,1.0,1.0,0.5,1.0,41.69213333,Mauritius,Sub-Saharan Africa
MUS,2022,2.341233534,1.0,1.0,1.0,0.5,1.0,44.182775,Mauritius,Sub-Saharan Africa
MUS,2023,2.63546275,1.0,1.0,1.0,0.5,1.0,45.267225,Mauritius,Sub-Saharan Africa
NER,2023,0.0,1.0,1.0,1.0,0.5,1.0,606.5697502,Niger,Sub-Saharan Africa
PRY,2021,2.151055741,1.0,1.0,1.0,0.5,1.0,2922.13593225,Paraguay,Latin America and the Caribbean
PRY,2022,2.205331674,1.0,1.0,1.0,0.5,1.0,2922.13593225,Paraguay,Latin America and the Caribbean
PRY,2023,2.211422692,1.0,1.0,1.0,0.5,1.0,2922.13593225,Paraguay,Latin America and the Caribbean
PSE,2021,9.456492818,1.0,1.0,1.0,0.5,1.0,0.0,West Bank and Gaza,Middle East and North Africa
PSE,2022,9.456492818,1.0,1.0,1.0,0.5,1.0,0.0,West Bank and Gaza,Middle East and North Africa
PSE,2023,9.456492818,1.0,1.0,1.0,0.5,1.0,0.0,West Bank and Gaza,Middle East and North Africa
SWZ,2021,2.513361971,1.0,1.0,1.0,0.5,1.0,14.78343514,Eswatini,Sub-Saharan Africa
SWZ,2022,2.976931623,1.0,1.0,1.0,0.5,1.0,16.36228306,Eswatini,Sub-Saharan Africa
SWZ,2023,0.0,1.0,1.0,1.0,0.5,1.0,18.45359249,Eswatini,Sub-Saharan Africa
SYC,2021,1.976133805,1.0,1.0,1.0,0.5,1.0,16.92052257,Seychelles,Sub-Saharan Africa
SYC,2022,2.591582128,1.0,1.0,1.0,0.5,1.0,14.27279453,Seychelles,Sub-Saharan Africa
SYC,2023,2.610715523,1.0,1.0,1.0,0.5,1.0,14.0181107,Seychelles,Sub-Saharan Africa
AND,2023,0.0,0.0,0.0,1.0,1.0,0.0,0.924709623,Andorra,Europe and Central Asia
GNQ,2023,1.112831695,1.0,0.0,0.0,1.0,1.0,606.5697502,Equatorial Guinea,Sub-Saharan Africa
MMR,2021,0.0,1.0,0.0,1.0,1.0,1.0,1615.366667,Myanmar,East Asia and Pacific
MMR,2022,0.0,1.0,0.0,1.0,1.0,1.0,1932.543333,Myanmar,East Asia and Pacific
MMR,2023,0.0,1.0,0.0,1.0,1.0,1.0,2100.0,Myanmar,East Asia and Pacific
IND,2021,4.072757428,1.0,0.5,1.0,1.0,0.0,73.91801282,India,South Asia
IND,2022,0.0,1.0,0.5,1.0,1.0,0.0,78.60449058,India,South Asia
IND,2023,0.0,0.0,0.5,1.0,1.0,0.0,82.59927645,India,South Asia
PHL,2023,0.0,1.0,0.5,1.0,1.0,1.0,55.63036322,Philippines,East Asia and Pacific
SEN,2021,0.0,1.0,0.5,1.0,1.0,1.0,554.530675,Senegal,Sub-Saharan Africa
SEN,2022,0.0,1.0,0.5,1.0,1.0,1.0,623.7597009,Senegal,Sub-Saharan Africa
SEN,2023,0.0,1.0,0.5,1.0,1.0,1.0,606.5697502,Senegal,Sub-Saharan Africa
UGA,2021,0.0,1.0,0.5,1.0,1.0,1.0,2922.13593225,Uganda,Sub-Saharan Africa
UGA,2022,0.0,1.0,0.5,1.0,1.0,1.0,2922.13593225,Uganda,Sub-Saharan Africa
ZAF,2021,5.114807641,1.0,0.5,1.0,1.0,1.0,14.77867821,South Africa,Sub-Saharan Africa
ZAF,2022,4.775698226,1.0,0.5,1.0,1.0,1.0,16.35585348,South Africa,Sub-Saharan Africa
ZAF,2023,4.413765745,1.0,0.5,1.0,1.0,1.0,18.45024418,South Africa,Sub-Saharan Africa
ALB,2021,2.712734022,1.0,1.0,1.0,1.0,1.0,103.52,Albania,Europe and Central Asia
ALB,2022,2.787183515,1.0,1.0,1.0,1.0,1.0,113.0416667,Albania,Europe and Central Asia
ALB,2023,2.61383448,1.0,1.0,1.0,1.0,1.0,100.645,Albania,Europe and Central Asia
ARE,2021,3.245981874,1.0,1.0,1.0,1.0,1.0,3.6725,United Arab Emirates,Middle East and North Africa
ARE,2022,3.350978306,1.0,1.0,1.0,1.0,1.0,3.6725,United Arab Emirates,Middle East and North Africa
ARE,2023,2.906840097,1.0,1.0,1.0,1.0,1.0,3.6725,United Arab Emirates,Middle East and North Africa
AUS,2021,9.456492818,1.0,1.0,1.0,1.0,1.0,1.33122426,Australia,East Asia and Pacific
AUS,2022,9.456492818,1.0,1.0,1.0,1.0,1.0,1.441664459,Australia,East Asia and Pacific
AUS,2023,9.456492818,1.0,1.0,1.0,1.0,1.0,1.505191066,Australia,East Asia and Pacific
AUT,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Austria,Europe and Central Asia
AUT,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Austria,Europe and Central Asia
AUT,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Austria,Europe and Central Asia
AZE,2023,1.928451295,1.0,1.0,1.0,1.0,1.0,1.7,Azerbaijan,Europe and Central Asia
BEL,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Belgium,Europe and Central Asia
BEL,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Belgium,Europe and Central Asia
BEL,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Belgium,Europe and Central Asia
BFA,2023,0.0,1.0,1.0,1.0,1.0,1.0,606.5697502,Burkina Faso,Sub-Saharan Africa
BGD,2021,5.106947118,1.0,1.0,1.0,1.0,1.0,85.08376325,Bangladesh,South Asia
BGD,2022,7.378765473,1.0,1.0,1.0,1.0,1.0,91.74545444,Bangladesh,South Asia
BGD,2023,9.456492818,1.0,1.0,1.0,1.0,1.0,106.3094843,Bangladesh,South Asia
BGR,2021,1.94086052,1.0,1.0,1.0,1.0,1.0,1.653775,Bulgaria,Europe and Central Asia
BGR,2022,1.870057415,1.0,1.0,1.0,1.0,1.0,1.860141667,Bulgaria,Europe and Central Asia
BGR,2023,1.846579368,1.0,1.0,1.0,1.0,1.0,1.808966667,Bulgaria,Europe and Central Asia
BHS,2021,3.591595933,1.0,1.0,1.0,1.0,1.0,1.0,"Bahamas, The",Latin America and the Caribbean
BHS,2022,3.661841932,1.0,1.0,1.0,1.0,1.0,1.0,"Bahamas, The",Latin America and the Caribbean
BHS,2023,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"Bahamas, The",Latin America and the Caribbean
BLR,2021,2.541250377,1.0,1.0,1.0,1.0,1.0,2.538675,Belarus,Europe and Central Asia
BLR,2022,0.0,1.0,1.0,1.0,1.0,1.0,2.6261,Belarus,Europe and Central Asia
BLR,2023,0.0,1.0,1.0,1.0,1.0,1.0,3.00735,Belarus,Europe and Central Asia
BRA,2021,4.772219302,0.0,1.0,1.0,1.0,1.0,5.39440079,Brazil,Latin America and the Caribbean
BRA,2022,6.299935139,0.0,1.0,1.0,1.0,1.0,5.163970291,Brazil,Latin America and the Caribbean
BRA,2023,6.800402655,0.0,1.0,1.0,1.0,1.0,4.994379763,Brazil,Latin America and the Caribbean
CAN,2021,0.0,1.0,1.0,1.0,1.0,1.0,1.253876902,Canada,North America
CAN,2022,0.0,1.0,1.0,1.0,1.0,1.0,1.301554775,Canada,North America
CAN,2023,0.0,1.0,1.0,1.0,1.0,1.0,1.349908641,Canada,North America
CHE,2021,0.0,1.0,1.0,1.0,1.0,0.0,0.913845833,Switzerland,Europe and Central Asia
CHE,2022,0.0,1.0,1.0,1.0,1.0,0.0,0.9548325,Switzerland,Europe and Central Asia
CHE,2023,0.0,1.0,1.0,1.0,1.0,0.0,0.89849,Switzerland,Europe and Central Asia
CHL,2021,5.767000904,1.0,1.0,1.0,1.0,1.0,758.9553787,Chile,Latin America and the Caribbean
CHL,2022,6.821029538,1.0,1.0,1.0,1.0,1.0,873.3141895,Chile,Latin America and the Caribbean
CHL,2023,6.134840525,1.0,1.0,1.0,1.0,1.0,840.0665267,Chile,Latin America and the Caribbean
CYP,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Cyprus,Europe and Central Asia
CYP,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Cyprus,Europe and Central Asia
CYP,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Cyprus,Europe and Central Asia
CZE,2021,1.490813799,1.0,1.0,1.0,1.0,1.0,21.67816667,Czechia,Europe and Central Asia
CZE,2022,1.820924709,1.0,1.0,1.0,1.0,1.0,23.357,Czechia,Europe and Central Asia
CZE,2023,1.983433605,1.0,1.0,1.0,1.0,1.0,22.19808333,Czechia,Europe and Central Asia
DEU,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Germany,Europe and Central Asia
DEU,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Germany,Europe and Central Asia
DEU,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Germany,Europe and Central Asia
DNK,2021,3.03250543,1.0,1.0,1.0,1.0,1.0,6.287113083,Denmark,Europe and Central Asia
DNK,2022,2.532903835,1.0,1.0,1.0,1.0,1.0,7.076151863,Denmark,Europe and Central Asia
DNK,2023,2.395145197,1.0,1.0,1.0,1.0,1.0,6.889702586,Denmark,Europe and Central Asia
ESP,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Spain,Europe and Central Asia
ESP,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Spain,Europe and Central Asia
ESP,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Spain,Europe and Central Asia
EST,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Estonia,Europe and Central Asia
EST,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Estonia,Europe and Central Asia
EST,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Estonia,Europe and Central Asia
FIN,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Finland,Europe and Central Asia
FIN,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Finland,Europe and Central Asia
FIN,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Finland,Europe and Central Asia
FRA,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,France,Europe and Central Asia
FRA,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,France,Europe and Central Asia
FRA,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,France,Europe and Central Asia
GBR,2021,9.456492818,1.0,1.0,1.0,1.0,0.0,0.727064945,United Kingdom,Europe and Central Asia
GBR,2022,9.456492818,1.0,1.0,1.0,1.0,0.0,0.811301716,United Kingdom,Europe and Central Asia
GBR,2023,9.456492818,1.0,1.0,1.0,1.0,0.0,0.804538907,United Kingdom,Europe and Central Asia
GRC,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Greece,Europe and Central Asia
GRC,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Greece,Europe and Central Asia
GRC,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Greece,Europe and Central Asia
GTM,2021,2.512439147,1.0,1.0,1.0,1.0,1.0,7.734388333,Guatemala,Latin America and the Caribbean
GTM,2022,2.752063326,1.0,1.0,1.0,1.0,1.0,7.74824375,Guatemala,Latin America and the Caribbean
GTM,2023,2.766180945,1.0,1.0,1.0,1.0,1.0,7.831974167,Guatemala,Latin America and the Caribbean
HUN,2021,3.017399266,1.0,1.0,1.0,1.0,1.0,303.1408333,Hungary,Europe and Central Asia
HUN,2022,2.808863568,1.0,1.0,1.0,1.0,1.0,372.5958333,Hungary,Europe and Central Asia
HUN,2023,2.768990111,1.0,1.0,1.0,1.0,1.0,353.0883333,Hungary,Europe and Central Asia
IDN,2021,3.795986246,0.0,1.0,1.0,1.0,1.0,2922.13593225,Indonesia,East Asia and Pacific
IDN,2022,4.185056001,0.0,1.0,1.0,1.0,1.0,2922.13593225,Indonesia,East Asia and Pacific
IDN,2023,3.957987879,0.0,1.0,1.0,1.0,1.0,2922.13593225,Indonesia,East Asia and Pacific
IRL,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Ireland,Europe and Central Asia
IRL,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Ireland,Europe and Central Asia
IRL,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Ireland,Europe and Central Asia
ISL,2021,2.605994671,1.0,1.0,1.0,1.0,1.0,126.9888602,Iceland,Europe and Central Asia
ISL,2022,3.202160866,1.0,1.0,1.0,1.0,1.0,135.279902,Iceland,Europe and Central Asia
ISL,2023,3.447722136,1.0,1.0,1.0,1.0,1.0,137.9429524,Iceland,Europe and Central Asia
ISR,2021,2.498899483,1.0,1.0,1.0,1.0,1.0,3.230198323,Israel,Middle East and North Africa
ISR,2022,2.791629965,1.0,1.0,1.0,1.0,1.0,3.359614402,Israel,Middle East and North Africa
ISR,2023,2.53934082,1.0,1.0,1.0,1.0,1.0,3.667374716,Israel,Middle East and North Africa
ITA,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Italy,Europe and Central Asia
ITA,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Italy,Europe and Central Asia
ITA,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Italy,Europe and Central Asia
JPN,2021,9.456492818,1.0,1.0,1.0,1.0,1.0,109.7543238,Japan,East Asia and Pacific
JPN,2022,9.456492818,1.0,1.0,1.0,1.0,1.0,131.4981404,Japan,East Asia and Pacific
JPN,2023,8.949061357,1.0,1.0,1.0,1.0,1.0,140.4911001,Japan,East Asia and Pacific
KOR,2021,6.818645963,1.0,1.0,1.0,1.0,1.0,1143.951667,"Korea, Rep.",East Asia and Pacific
KOR,2022,6.873715313,1.0,1.0,1.0,1.0,1.0,1291.446667,"Korea, Rep.",East Asia and Pacific
KOR,2023,7.104449647,1.0,1.0,1.0,1.0,1.0,1305.6625,"Korea, Rep.",East Asia and Pacific
LTU,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Lithuania,Europe and Central Asia
LTU,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Lithuania,Europe and Central Asia
LTU,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Lithuania,Europe and Central Asia
LUX,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Luxembourg,Europe and Central Asia
LUX,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Luxembourg,Europe and Central Asia
LUX,2023,0.0,1.0,1.0,1.0,1.0,1.0,0.924839558,Luxembourg,Europe and Central Asia
LVA,2021,0.0,1.0,1.0,1.0,1.0,1.0,0.845494139,Latvia,Europe and Central Asia
LVA,2022,0.0,1.0,1.0,1.0,1.0,1.0,0.949623753,Latvia,Europe and Central Asia
